client_id,total_properties_owned,total_investment_value,average_property_value,average_floor_area,age,client_type,gender,country,region,acquisition_purpose,loan_applied,referral_channel,satisfaction_score,cluster,buyer_segment
C1029,3,946560.97,315520.3233333333,1049.38,77.0,Individual,M,Australia,Victoria,Home,No,Agency,1.0,1,Corporate Investors
C1032,4,1494289.73,373572.4325,1086.2275,49.0,Individual,M,Usa,Nevada,Home,No,Website,5.0,2,Global Investors
C1035,4,1528550.13,382137.5325,1227.17,65.0,Individual,M,Usa,Virginia,Home,No,Website,2.0,2,Global Investors
C1037,3,1115637.13,371879.0433333333,1190.3133333333333,56.0,Company,M,Mexico,Baja California,Home,Yes,Website,2.0,1,Corporate Investors
C1040,3,901095.79,300365.26333333337,992.22,86.0,Individual,M,Usa,California,Investment,Yes,Website,5.0,1,Corporate Investors
C1041,3,1150040.79,383346.93,1303.7766666666666,36.0,Individual,F,Usa,Nevada,Home,Yes,Website,5.0,2,Global Investors
C1042,4,1325783.46,331445.865,1122.0925,81.0,Individual,F,Usa,Nevada,Home,No,Agency,2.0,1,Corporate Investors
C1045,3,974840.03,324946.6766666667,1060.1133333333337,84.0,Individual,F,Usa,New York,Home,No,Website,3.0,1,Corporate Investors
C1047,3,1333737.83,444579.2766666667,1454.5733333333335,42.0,Individual,M,Usa,Virginia,Home,No,Website,3.0,2,Global Investors
C1049,3,1214294.16,404764.72,1451.5366666666669,86.0,Individual,F,Usa,California,Investment,No,Website,5.0,2,Global Investors
C1050,4,1274655.09,318663.7725,1192.72,71.0,Individual,M,Usa,Georgia,Home,Yes,Website,4.0,1,Corporate Investors
C1053,3,1280976.9,426992.3,1336.61,52.0,Individual,M,Mexico,Nuevo Leon,Home,Yes,Website,2.0,2,Global Investors
C1054,3,837920.5800000001,279306.86000000004,879.3433333333332,37.0,Individual,M,Usa,Arizona,Home,Yes,Website,2.0,1,Corporate Investors
C1058,4,1526007.8199999998,381501.955,1190.4075,53.0,Individual,F,Germany,Bavaria,Home,Yes,Website,3.0,2,Global Investors
C1061,4,1689767.29,422441.8225,1422.9925,66.0,Individual,F,Uk,Scotland,Home,No,Website,1.0,2,Global Investors
C1063,3,1315820.94,438606.98,1354.2933333333333,38.0,Individual,F,Usa,New York,Investment,Yes,Website,5.0,2,Global Investors
C1064,3,695434.77,231811.59,883.7466666666668,81.0,Individual,M,Usa,California,Home,Yes,Website,5.0,1,Corporate Investors
C1065,3,1107631.34,369210.4466666667,1263.5766666666666,71.0,Individual,M,Usa,Georgia,Home,Yes,Client,3.0,2,Global Investors
C1068,3,1403831.31,467943.77,1609.0333333333335,42.0,Individual,F,Usa,California,Home,No,Agency,3.0,2,Global Investors
C1071,4,1047375.62,261843.905,874.6275,60.0,Individual,M,Usa,Texas,Home,No,Agency,2.0,1,Corporate Investors
C1072,3,829884.93,276628.31,979.0866666666668,64.0,Individual,F,Usa,Utah,Home,No,Agency,3.0,1,Corporate Investors
C1073,4,1197808.83,299452.2075,952.0525,71.0,Individual,M,Usa,California,Investment,No,Website,2.0,1,Corporate Investors
C1074,3,1004700.45,334900.15,1092.5400000000002,72.0,Individual,M,Uk,Northern Ireland,Home,No,Website,1.0,1,Corporate Investors
C1077,4,1467449.24,366862.31,1245.935,44.0,Individual,M,Usa,Texas,Investment,No,Agency,2.0,2,Global Investors
C1080,4,1594795.52,398698.88,1425.28,70.0,Individual,F,Uk,England,Investment,No,Agency,4.0,2,Global Investors
C1081,3,1006584.7,335528.23333333334,1203.39,52.0,Company,M,Russia,Novosibirsk,Home,Yes,Agency,4.0,1,Corporate Investors
C1082,3,829499.85,276499.95,953.1133333333332,33.0,Individual,F,Usa,Oregon,Investment,Yes,Website,5.0,1,Corporate Investors
C1083,4,1145122.1,286280.525,939.4875,76.0,Individual,F,Usa,Colorado,Investment,No,Agency,4.0,1,Corporate Investors
C1086,4,1339827.27,334956.8175,1030.21,70.0,Individual,M,Usa,Colorado,Home,Yes,Website,1.0,1,Corporate Investors
C1087,4,1878433.21,469608.3025,1575.1075,42.0,Individual,M,Usa,Colorado,Home,No,Website,3.0,2,Global Investors
C1090,3,1217272.58,405757.5266666667,1396.0966666666666,64.0,Individual,F,Canada,Alberta,Home,Yes,Client,3.0,2,Global Investors
C1094,4,1631407.56,407851.89,1273.5475,66.0,Individual,F,Usa,Washington,Home,Yes,Website,2.0,2,Global Investors
C1101,4,1037914.43,259478.6075,868.5725,62.0,Individual,M,Belgium,Flanders,Home,No,Website,5.0,1,Corporate Investors
C1102,4,1248456.03,312114.0075,993.0625,66.0,Company,M,Germany,Berlin,Home,No,Agency,2.0,1,Corporate Investors
C1108,3,1069904.1,356634.7,1238.36,32.0,Individual,F,Australia,South Australia,Home,No,Website,4.0,1,Corporate Investors
C1109,4,1756965.37,439241.3425,1458.93,59.0,Individual,F,Usa,California,Home,Yes,Client,1.0,2,Global Investors
C1110,4,1445458.33,361364.5825,1152.91,49.0,Individual,M,Usa,New York,Home,Yes,Website,5.0,2,Global Investors
C1112,3,961599.42,320533.14,975.9433333333332,44.0,Individual,M,Usa,Nevada,Investment,Yes,Website,3.0,1,Corporate Investors
C1114,3,872825.73,290941.91,1072.7266666666667,34.0,Individual,F,Usa,California,Home,No,Website,3.0,1,Corporate Investors
C1121,3,1014661.78,338220.5933333333,1124.5,41.0,Individual,F,Usa,California,Home,No,Client,1.0,1,Corporate Investors
C1122,4,1558949.2,389737.3,1208.8775,84.0,Individual,F,Usa,California,Home,No,Website,4.0,2,Global Investors
C1123,3,1241771.44,413923.8133333333,1283.7066666666667,75.0,Individual,M,Usa,Virginia,Home,No,Agency,5.0,2,Global Investors
C1124,4,1272190.01,318047.5025,1040.89,50.0,Individual,F,Usa,Oregon,Investment,Yes,Website,5.0,1,Corporate Investors
C1125,3,1186907.08,395635.69333333336,1332.34,85.0,Individual,M,Usa,Oregon,Home,No,Agency,3.0,2,Global Investors
C1128,3,1186634.53,395544.8433333333,1330.8533333333332,43.0,Individual,M,Usa,California,Investment,No,Website,1.0,2,Global Investors
C1129,4,1463125.26,365781.315,1219.4375,81.0,Individual,F,Usa,Colorado,Investment,No,Agency,5.0,2,Global Investors
C1130,4,1326217.01,331554.2525,1009.23,39.0,Individual,F,Usa,Arizona,Home,No,Website,5.0,1,Corporate Investors
C1134,4,1088583.78,272145.945,905.0375,83.0,Individual,F,Usa,California,Investment,No,Website,1.0,1,Corporate Investors
C1139,3,1297382.59,432460.8633333333,1439.256666666667,30.0,Individual,F,Usa,California,Home,Yes,Client,4.0,2,Global Investors
C1140,3,1275809.71,425269.9033333333,1277.2733333333333,50.0,Individual,M,Usa,Florida,Home,Yes,Website,1.0,2,Global Investors
C1142,4,1492680.13,373170.0325,1222.37,78.0,Individual,F,Usa,Colorado,Home,Yes,Agency,2.0,2,Global Investors
C1143,3,1108329.67,369443.2233333333,1343.8166666666666,32.0,Individual,M,Usa,Arizona,Home,Yes,Website,2.0,2,Global Investors
C1144,4,1244666.12,311166.53,1027.0725,48.0,Individual,F,Usa,Georgia,Investment,No,Client,4.0,1,Corporate Investors
C1145,3,1118850.31,372950.1033333333,1267.4066666666668,33.0,Individual,M,Usa,Nevada,Home,No,Website,5.0,2,Global Investors
C1147,3,905314.84,301771.61333333334,1010.53,48.0,Individual,F,Usa,Utah,Home,No,Website,3.0,1,Corporate Investors
C1149,4,1277449.99,319362.4975,1053.27,46.0,Individual,F,Russia,Tatarstan,Home,No,Agency,3.0,1,Corporate Investors
C1150,3,1476970.3,492323.43333333335,1550.1266666666668,34.0,Individual,F,Usa,Nevada,Investment,No,Agency,4.0,2,Global Investors
C1154,4,1373889.96,343472.49,1135.325,70.0,Individual,M,Usa,Utah,Home,Yes,Agency,5.0,2,Global Investors
C1155,3,1577625.0,525875.0,1679.1066666666666,49.0,Individual,M,Usa,California,Home,No,Website,5.0,2,Global Investors
C1157,4,894080.38,223520.095,716.4525,82.0,Individual,M,Canada,Alberta,Investment,No,Website,2.0,1,Corporate Investors
C1161,4,2022416.31,505604.0775,1486.3275,32.0,Individual,M,Canada,Alberta,Investment,Yes,Website,3.0,2,Global Investors
C1164,4,1315287.03,328821.7575,1169.615,58.0,Individual,F,Belgium,Wallonia,Home,Yes,Agency,3.0,1,Corporate Investors
C1169,4,900300.22,225075.055,832.615,32.0,Individual,M,Russia,Saint Petersburg,Home,Yes,Agency,5.0,1,Corporate Investors
C1170,4,1165955.62,291488.905,1009.9325,36.0,Individual,F,Usa,Nevada,Home,Yes,Website,1.0,1,Corporate Investors
C1172,4,1240274.79,310068.6975,990.4475,84.0,Individual,F,Usa,Nevada,Home,No,Website,5.0,1,Corporate Investors
C1173,4,1261072.17,315268.0425,1014.9825,42.0,Individual,F,Canada,Manitoba,Investment,No,Website,1.0,1,Corporate Investors
C1174,4,1414798.99,353699.7475,1244.8049999999998,44.0,Individual,M,Usa,Nevada,Home,No,Agency,2.0,2,Global Investors
C1176,3,1003328.89,334442.9633333333,1170.3533333333332,51.0,Individual,F,Usa,California,Investment,Yes,Agency,4.0,1,Corporate Investors
C1177,4,1047224.27,261806.0675,816.1600000000001,28.0,Individual,M,Usa,California,Investment,No,Agency,2.0,1,Corporate Investors
C1179,3,848152.02,282717.34,1045.8666666666668,35.0,Individual,F,Usa,California,Home,No,Agency,4.0,1,Corporate Investors
C1180,4,1111089.24,277772.31,1050.5725,31.0,Individual,F,Belgium,Brussels,Home,Yes,Website,2.0,1,Corporate Investors
C1182,4,1522183.38,380545.845,1269.065,65.0,Individual,M,Germany,Bavaria,Investment,Yes,Website,3.0,2,Global Investors
C1188,4,1437535.25,359383.8125,1190.4075,31.0,Individual,M,Canada,Alberta,Home,No,Client,1.0,2,Global Investors
C1190,4,1358669.02,339667.255,1115.61,80.0,Individual,F,Usa,Texas,Home,No,Client,4.0,2,Global Investors
C1192,4,1111237.94,277809.485,941.135,26.0,Individual,M,Usa,Florida,Home,No,Website,5.0,1,Corporate Investors
C1195,4,1118238.91,279559.7275,910.925,36.0,Individual,F,Usa,California,Home,Yes,Agency,4.0,1,Corporate Investors
C1196,4,1731153.76,432788.44,1356.32,71.0,Individual,M,Usa,Nevada,Home,No,Agency,2.0,2,Global Investors
C1197,3,1439595.57,479865.19,1471.4466666666667,67.0,Individual,F,Usa,Arizona,Home,No,Website,4.0,2,Global Investors
C1199,4,1013002.89,253250.7225,910.2925,83.0,Individual,M,Usa,Colorado,Home,No,Website,2.0,1,Corporate Investors
C1200,4,1789601.3299999998,447400.3325,1422.9925,57.0,Individual,M,Usa,Utah,Home,No,Agency,4.0,2,Global Investors
C1202,4,1527115.16,381778.79,1263.775,41.0,Company,M,Canada,Quebec,Investment,Yes,Website,5.0,2,Global Investors
C1204,3,1231356.24,410452.08,1280.28,34.0,Individual,M,Mexico,Puebla,Investment,Yes,Website,2.0,2,Global Investors
C1206,3,941726.19,313908.73,1140.4,69.0,Individual,F,Usa,California,Investment,No,Website,5.0,1,Corporate Investors
C1209,4,1201633.01,300408.2525,1123.3175,48.0,Individual,F,Usa,California,Home,Yes,Website,4.0,1,Corporate Investors
C1210,4,1146800.83,286700.2075,897.47,35.0,Individual,M,Usa,California,Investment,No,Website,1.0,1,Corporate Investors
C1211,4,1447927.02,361981.755,1167.105,30.0,Individual,F,Canada,British Columbia,Home,Yes,Website,5.0,2,Global Investors
C1212,4,1052290.76,263072.69,904.01,69.0,Individual,M,Usa,California,Home,No,Agency,1.0,1,Corporate Investors
C1213,3,829461.56,276487.1866666667,899.9899999999999,33.0,Individual,F,Canada,Manitoba,Home,No,Website,5.0,1,Corporate Investors
C1214,4,1725018.41,431254.6025,1446.1125,26.0,Individual,F,Usa,Florida,Home,No,Agency,1.0,2,Global Investors
C1216,3,1191384.37,397128.12333333335,1464.8466666666666,29.0,Individual,F,France,Normandy,Home,No,Website,4.0,2,Global Investors
C1217,3,1007204.78,335734.9266666667,1186.4366666666667,29.0,Individual,M,Usa,California,Investment,Yes,Website,4.0,1,Corporate Investors
C1219,3,867409.27,289136.42333333334,1074.6233333333332,43.0,Individual,F,Usa,Arizona,Home,Yes,Website,1.0,1,Corporate Investors
C1220,4,1471199.75,367799.9375,1254.045,59.0,Individual,F,Usa,Colorado,Investment,Yes,Website,4.0,2,Global Investors
C1222,3,1319349.86,439783.2866666666,1362.3833333333334,57.0,Individual,M,Usa,Utah,Home,No,Website,4.0,2,Global Investors
C1225,3,1122587.7,374195.9,1168.3366666666668,36.0,Individual,M,Usa,Oregon,Home,No,Website,2.0,1,Corporate Investors
C1226,3,972596.13,324198.71,1082.8966666666668,37.0,Individual,M,Usa,Utah,Home,No,Website,4.0,1,Corporate Investors
C1228,3,1058718.77,352906.25666666665,1124.5,72.0,Individual,M,Usa,California,Home,No,Website,2.0,1,Corporate Investors
C1229,3,1185126.78,395042.26,1303.4733333333334,32.0,Individual,F,Uk,Scotland,Home,Yes,Website,1.0,2,Global Investors
C1231,3,859705.1699999999,286568.39,922.6666666666666,72.0,Individual,F,Usa,California,Home,No,Agency,2.0,1,Corporate Investors
C1233,3,936287.8,312095.93333333335,1078.7866666666666,47.0,Individual,M,Usa,Utah,Home,No,Website,4.0,1,Corporate Investors
C1239,4,1457041.08,364260.27,1114.2125,73.0,Individual,F,Usa,Oregon,Home,No,Agency,3.0,2,Global Investors
C1240,3,1018594.44,339531.48000000004,1104.51,42.0,Individual,F,Usa,Nevada,Investment,Yes,Website,4.0,1,Corporate Investors
C1243,4,1419502.04,354875.51,1246.6175,78.0,Individual,M,Usa,Colorado,Home,No,Website,1.0,2,Global Investors
C1244,3,1438309.93,479436.6433333333,1513.17,34.0,Individual,M,Usa,Utah,Investment,Yes,Website,5.0,2,Global Investors
C1245,3,1422519.51,474173.17,1529.4633333333334,63.0,Individual,M,Usa,California,Home,Yes,Agency,3.0,2,Global Investors
C1246,3,859984.47,286661.49,980.87,83.0,Individual,F,Canada,Alberta,Home,No,Agency,2.0,1,Corporate Investors
C1247,4,1774416.3199999998,443604.08,1489.73,69.0,Individual,F,Usa,Nevada,Investment,No,Website,2.0,2,Global Investors
C1248,3,786895.89,262298.63,899.62,50.0,Individual,F,Usa,Arizona,Home,No,Agency,3.0,1,Corporate Investors
C1251,4,1246714.37,311678.5925,967.0,51.0,Individual,M,Usa,Texas,Investment,No,Website,5.0,1,Corporate Investors
C1254,4,1604050.88,401012.72,1279.9,70.0,Individual,M,Usa,California,Home,Yes,Agency,5.0,2,Global Investors
C1261,3,1491163.72,497054.5733333333,1504.28,50.0,Individual,M,Usa,Utah,Home,No,Client,3.0,2,Global Investors
C1262,3,961425.37,320475.1233333333,1077.3233333333335,76.0,Individual,F,Usa,California,Investment,No,Agency,4.0,1,Corporate Investors
C1264,3,1287173.46,429057.82,1452.263333333333,27.0,Individual,F,Usa,California,Investment,No,Agency,1.0,2,Global Investors
C1267,3,1399933.88,466644.6266666667,1529.4633333333334,61.0,Individual,F,Usa,Colorado,Home,Yes,Website,3.0,2,Global Investors
C1268,3,968928.25,322976.0833333333,1003.3133333333334,31.0,Individual,F,Uk,Northern Ireland,Investment,Yes,Website,1.0,1,Corporate Investors
C1271,4,1296911.85,324227.9625,1040.5175,34.0,Individual,M,Usa,California,Home,Yes,Agency,2.0,1,Corporate Investors
C1274,3,1038831.85,346277.2833333334,1193.7733333333333,47.0,Individual,F,Usa,California,Investment,Yes,Website,1.0,1,Corporate Investors
C1276,3,1635917.97,545305.99,1754.9366666666667,86.0,Individual,M,Australia,Victoria,Home,Yes,Agency,1.0,2,Global Investors
C1277,3,1270250.68,423416.8933333333,1267.4066666666668,45.0,Individual,F,Usa,California,Investment,No,Agency,2.0,2,Global Investors
C1279,3,1278123.59,426041.1966666667,1366.5633333333335,83.0,Individual,M,Usa,California,Home,Yes,Website,4.0,2,Global Investors
C1281,3,889312.14,296437.38,899.9899999999999,28.0,Individual,F,Canada,Manitoba,Investment,Yes,Website,2.0,1,Corporate Investors
C1283,4,1479050.94,369762.735,1185.59,81.0,Individual,F,Usa,New York,Home,No,Agency,3.0,2,Global Investors
C1285,3,1609592.58,536530.86,1680.5266666666666,72.0,Individual,M,Usa,Utah,Home,Yes,Website,4.0,2,Global Investors
C1286,3,1203306.91,401102.3033333333,1192.5933333333332,63.0,Individual,M,Usa,California,Home,No,Agency,5.0,2,Global Investors
C1287,3,843581.37,281193.79,901.6266666666668,28.0,Individual,F,Usa,California,Investment,No,Website,4.0,1,Corporate Investors
C1291,3,1123403.46,374467.82,1240.6066666666666,43.0,Individual,M,Usa,California,Investment,Yes,Website,5.0,2,Global Investors
C1293,4,1853570.08,463392.52,1552.15,54.0,Individual,F,Usa,California,Home,No,Agency,1.0,2,Global Investors
C1294,3,1220533.28,406844.4266666667,1371.6133333333337,63.0,Individual,M,Canada,Ontario,Investment,Yes,Agency,3.0,2,Global Investors
C1296,3,1025127.71,341709.23666666663,1089.46,63.0,Individual,M,Usa,Virginia,Home,No,Website,1.0,1,Corporate Investors
C1297,3,1169866.19,389955.39666666667,1267.4066666666668,43.0,Company,M,Germany,Berlin,Home,No,Website,5.0,2,Global Investors
C1298,4,1571360.11,392840.0275,1276.8225,58.0,Individual,F,Usa,California,Home,No,Agency,2.0,2,Global Investors
C1299,3,1296600.42,432200.14,1440.1933333333334,82.0,Individual,F,Usa,California,Investment,No,Website,3.0,2,Global Investors
C1300,3,1428770.88,476256.96,1451.5366666666669,65.0,Individual,F,Usa,California,Home,No,Website,2.0,2,Global Investors
C1304,3,965747.81,321915.9366666667,1049.38,41.0,Individual,F,Usa,California,Investment,No,Website,1.0,1,Corporate Investors
C1308,4,1363559.13,340889.7825,1042.1975,26.0,Individual,M,Usa,California,Investment,No,Agency,5.0,1,Corporate Investors
C1309,3,1460171.41,486723.8033333334,1674.54,27.0,Individual,M,Usa,California,Home,No,Website,5.0,2,Global Investors
C1310,4,1244334.14,311083.53500000003,1077.195,71.0,Individual,F,Usa,New York,Home,No,Agency,5.0,1,Corporate Investors
C1312,3,786877.06,262292.35333333333,801.46,84.0,Individual,M,Usa,New York,Home,No,Website,5.0,1,Corporate Investors
C1316,4,1238162.97,309540.7425,1052.8325,33.0,Individual,F,Usa,Colorado,Home,Yes,Website,2.0,1,Corporate Investors
C1320,3,1077693.04,359231.01333333337,1129.1766666666665,57.0,Individual,M,Usa,California,Investment,No,Website,1.0,1,Corporate Investors
C1321,3,787847.37,262615.79,853.8133333333334,36.0,Individual,M,Usa,Colorado,Investment,No,Client,5.0,1,Corporate Investors
C1325,4,1380292.56,345073.14,1098.1675,52.0,Individual,M,Canada,Alberta,Home,Yes,Agency,5.0,2,Global Investors
C1330,4,835096.87,208774.2175,699.545,51.0,Individual,F,Usa,Colorado,Investment,No,Agency,2.0,1,Corporate Investors
C1331,3,1047958.11,349319.37,1113.29,40.0,Individual,F,Usa,California,Investment,No,Agency,1.0,1,Corporate Investors
C1332,3,1227353.63,409117.87666666665,1350.493333333333,31.0,Individual,M,Usa,Washington,Investment,Yes,Agency,5.0,2,Global Investors
C1334,4,1906641.78,476660.445,1552.15,61.0,Individual,F,Usa,California,Home,Yes,Agency,5.0,2,Global Investors
C1335,3,1001510.58,333836.86000000004,1070.1933333333334,44.0,Individual,F,Usa,Oregon,Investment,Yes,Website,2.0,1,Corporate Investors
C1336,4,1371591.4,342897.85,1182.3725,78.0,Individual,F,Usa,California,Home,No,Client,5.0,2,Global Investors
C1338,3,1096818.64,365606.2133333333,1169.0466666666669,58.0,Individual,F,Usa,California,Home,Yes,Website,2.0,1,Corporate Investors
C1340,4,1746049.93,436512.4825,1421.465,38.0,Company,M,Usa,Colorado,Home,No,Website,5.0,2,Global Investors
C1354,3,1545799.94,515266.64666666667,1685.2766666666666,85.0,Individual,M,Usa,Florida,Home,No,Website,5.0,2,Global Investors
C1357,3,1077383.54,359127.8466666667,1104.51,39.0,Individual,F,Usa,California,Home,Yes,Website,5.0,1,Corporate Investors
C1358,3,965180.83,321726.9433333333,1078.7866666666666,83.0,Individual,M,Usa,Texas,Home,No,Agency,4.0,1,Corporate Investors
C1363,4,1109919.36,277479.84,942.035,45.0,Individual,M,Usa,Georgia,Home,Yes,Agency,5.0,1,Corporate Investors
C1367,3,1035889.5,345296.5,1124.5,73.0,Individual,F,Germany,Berlin,Home,No,Client,2.0,1,Corporate Investors
C1369,4,1615394.12,403848.53,1338.9,43.0,Individual,M,France,Brittany,Home,Yes,Agency,4.0,2,Global Investors
C1370,4,834659.23,208664.8075,700.7825,61.0,Individual,M,Usa,Colorado,Investment,No,Agency,1.0,1,Corporate Investors
C1373,3,1275663.27,425221.09,1221.6766666666665,34.0,Individual,F,Usa,California,Home,Yes,Website,3.0,2,Global Investors
C1377,3,828441.4099999999,276147.13666666666,862.1066666666666,42.0,Individual,F,Usa,Utah,Investment,No,Website,2.0,1,Corporate Investors
C1379,3,827767.69,275922.5633333333,1077.3233333333335,56.0,Individual,M,Uk,Scotland,Home,No,Website,2.0,1,Corporate Investors
C1383,3,864768.8300000001,288256.2766666667,899.9899999999999,34.0,Individual,M,Usa,California,Home,No,Agency,2.0,1,Corporate Investors
C1384,3,905480.04,301826.68,1016.7633333333332,38.0,Individual,F,Usa,California,Home,Yes,Agency,2.0,1,Corporate Investors
C1385,3,1182983.03,394327.6766666667,1186.4366666666667,80.0,Individual,M,Usa,California,Home,No,Agency,1.0,2,Global Investors
C1389,4,1742522.83,435630.7075,1282.79,74.0,Individual,M,Uk,Scotland,Home,No,Website,2.0,2,Global Investors
C1391,4,1579627.98,394906.995,1343.6575,52.0,Individual,F,Usa,Utah,Home,No,Website,1.0,2,Global Investors
C1392,4,1434978.2000000002,358744.55000000005,1125.515,36.0,Individual,M,Usa,Colorado,Home,Yes,Agency,4.0,2,Global Investors
C1393,4,1187799.99,296949.9975,1027.325,45.0,Individual,F,Mexico,Baja California,Investment,No,Agency,1.0,1,Corporate Investors
C1396,3,977070.12,325690.04,1075.8333333333333,55.0,Individual,M,Canada,Manitoba,Investment,Yes,Website,3.0,1,Corporate Investors
C1397,4,1551369.83,387842.4575,1175.235,43.0,Individual,F,Usa,Nevada,Home,No,Website,4.0,2,Global Investors
C1405,3,1306722.36,435574.12,1438.2933333333333,71.0,Individual,M,Usa,Oregon,Home,No,Agency,5.0,2,Global Investors
C1406,4,1364413.45,341103.3625,1151.61,56.0,Individual,F,Usa,California,Home,No,Website,3.0,2,Global Investors
C1409,3,1072801.12,357600.3733333333,1117.9399999999998,69.0,Individual,F,Usa,Oregon,Investment,No,Website,2.0,1,Corporate Investors
C1411,4,1318823.16,329705.79000000004,1099.4925,39.0,Individual,M,Usa,California,Home,No,Client,2.0,1,Corporate Investors
C1414,4,1188718.7,297179.675,972.335,51.0,Individual,F,Usa,Florida,Home,No,Website,4.0,1,Corporate Investors
C1416,3,1418066.39,472688.7966666667,1452.263333333333,72.0,Individual,M,Usa,Oregon,Home,No,Agency,2.0,2,Global Investors
C1418,3,1443234.89,481078.2966666667,1529.4633333333334,72.0,Individual,M,Usa,Ohio,Investment,No,Website,2.0,2,Global Investors
C1419,4,1143605.72,285901.43,928.745,55.0,Individual,M,Germany,Hamburg,Investment,Yes,Website,4.0,1,Corporate Investors
C1424,3,1382756.57,460918.8566666667,1465.1466666666663,72.0,Individual,F,Usa,Utah,Home,Yes,Agency,2.0,2,Global Investors
C1427,4,1378636.21,344659.0525,1184.9475,71.0,Individual,F,Australia,Victoria,Home,No,Website,5.0,2,Global Investors
C1428,4,1136052.54,284013.135,946.6525,73.0,Individual,F,Usa,Oregon,Home,Yes,Agency,4.0,1,Corporate Investors
C1429,4,1697550.01,424387.5025,1421.465,35.0,Individual,M,Usa,Nevada,Investment,No,Agency,5.0,2,Global Investors
C1430,3,928463.2,309487.73333333334,1022.67,63.0,Individual,M,Usa,Nevada,Home,No,Website,4.0,1,Corporate Investors
C1431,4,1620159.73,405039.9325,1365.9450000000002,83.0,Individual,F,Germany,Hesse,Home,Yes,Website,3.0,2,Global Investors
C1433,3,1358111.0699999998,452703.69,1493.243333333333,73.0,Individual,M,Germany,Hamburg,Home,No,Website,4.0,2,Global Investors
C1435,3,903765.87,301255.29,945.65,59.0,Individual,M,Usa,Texas,Investment,No,Agency,2.0,1,Corporate Investors
C1436,3,969917.19,323305.73,992.22,28.0,Individual,M,Usa,California,Home,No,Website,2.0,1,Corporate Investors
C1437,4,1668948.58,417237.145,1332.2825,29.0,Individual,M,Usa,Arizona,Investment,No,Agency,5.0,2,Global Investors
C1438,3,1255115.0,418371.6666666667,1321.503333333333,38.0,Individual,M,Usa,California,Home,Yes,Agency,2.0,2,Global Investors
C1441,3,1201777.78,400592.5933333333,1334.84,81.0,Individual,F,Usa,California,Investment,No,Website,5.0,2,Global Investors
C1446,4,1550820.49,387705.1225,1385.6475,75.0,Individual,F,Usa,Ohio,Home,No,Website,4.0,2,Global Investors
C1450,3,1028509.6,342836.5333333333,1037.5833333333333,30.0,Individual,F,Usa,Virginia,Home,No,Website,5.0,1,Corporate Investors
C1452,3,1320005.77,440001.9233333333,1487.66,33.0,Individual,F,Belgium,Wallonia,Home,No,Client,3.0,2,Global Investors
C1453,3,1145044.9,381681.6333333333,1243.8233333333333,45.0,Individual,M,Usa,California,Home,No,Agency,2.0,2,Global Investors
C1460,4,1569390.69,392347.6725,1294.645,54.0,Individual,F,Uk,England,Home,Yes,Agency,1.0,2,Global Investors
C1465,3,1312191.47,437397.1566666667,1457.8333333333333,36.0,Individual,M,Usa,Ohio,Home,Yes,Website,3.0,2,Global Investors
C1474,4,1563434.47,390858.6175,1307.3,57.0,Individual,M,Usa,Oregon,Home,No,Website,3.0,2,Global Investors
C1475,4,1579186.25,394796.5625,1287.055,82.0,Individual,M,Mexico,Jalisco,Home,Yes,Agency,4.0,2,Global Investors
C1476,4,1505369.42,376342.355,1141.225,26.0,Individual,M,Usa,Nevada,Home,No,Agency,1.0,2,Global Investors
C1477,4,1051466.92,262866.73,920.7075,58.0,Company,F,Usa,California,Investment,No,Agency,1.0,1,Corporate Investors
C1478,3,965772.74,321924.24666666664,1082.8966666666668,68.0,Individual,F,Canada,British Columbia,Investment,No,Agency,1.0,1,Corporate Investors
C1480,4,1466467.79,366616.9475,1220.42,41.0,Individual,F,Usa,Virginia,Investment,No,Client,3.0,2,Global Investors
C1481,4,1059700.88,264925.22000000003,901.245,42.0,Company,F,Usa,Arizona,Investment,No,Website,3.0,1,Corporate Investors
C1483,4,1831769.62,457942.405,1486.3275,51.0,Individual,M,Usa,Colorado,Home,Yes,Agency,3.0,2,Global Investors
C1484,4,1117191.81,279297.9525,995.0275,55.0,Individual,F,Usa,Colorado,Home,No,Client,3.0,1,Corporate Investors
C1487,4,1553533.51,388383.3775,1294.645,61.0,Individual,F,Usa,New York,Home,No,Agency,3.0,2,Global Investors
C1488,3,1029238.79,343079.5966666667,1140.1866666666667,51.0,Individual,M,Usa,Florida,Investment,No,Website,2.0,1,Corporate Investors
C1490,3,861119.76,287039.92,939.33,32.0,Individual,M,Uk,Wales,Investment,Yes,Client,5.0,1,Corporate Investors
C1491,4,1056750.03,264187.5075,901.245,29.0,Individual,F,Usa,Georgia,Home,No,Agency,4.0,1,Corporate Investors
C1494,3,913338.07,304446.0233333333,934.8733333333332,30.0,Individual,M,Usa,New York,Home,No,Client,1.0,1,Corporate Investors
C1495,4,2059292.68,514823.17,1591.4725,35.0,Individual,M,Denmark,Capital Region,Home,No,Website,1.0,2,Global Investors
C1498,4,1142631.83,285657.9575,889.8725000000001,59.0,Individual,F,Mexico,Puebla,Investment,No,Website,5.0,1,Corporate Investors
C1499,3,1321905.54,440635.18,1523.6933333333334,29.0,Individual,F,Russia,Saint Petersburg,Home,Yes,Agency,3.0,2,Global Investors
C1500,4,1020299.92,255074.98,841.385,31.0,Individual,F,Australia,Victoria,Home,No,Agency,2.0,1,Corporate Investors
